,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
114,104861,8ZPoEJbXB7,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE3TRE,1,R3C3,,,,,,,,0.44339780664155903,,,,"Using simple numbers~~Using small numbers~~Write expression, quadratic",187~~144~~7
115,105015,8ZPoEJbXB7,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR45,2,10x^2-19x+6,,,,,,,,0.6763685127068829,,,,,
116,105266,8ZPoEJbXB7,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR17,1,den1-factor-node,,,,,,,,0.9197827525228872,,,,qft-den-sp,11
117,105988,8ZPoEJbXB7,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD8TRE,2,yMax,,,,,,,,0.8739239259253359,,,,Changing axis bounds,103
118,106154,8ZPoEJbXB7,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS02,1,y1R1,,,,,,,,0.9697140658451386,,,,,
119,106494,8ZPoEJbXB7,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS03,2,row1-N-y,,,,,,,,0.9750096305562636,,,,,
120,106772,8ZPoEJbXB7,"Unit CTA1_20, Section CTA1_20-2",IPCPAIGE,1,R1C1,,,,,,,,0.6986315809965438,,,,,
121,146235,CaA0123UJL,"Unit CTA1_01, Section CTA1_01-4",JAN04A,1,R4C1,,,,,,,,0.9406247826511842,,,,Entering a given,46
122,146480,CaA0123UJL,"Unit CTA1_02, Section CTA1_02-4",BH1T29B,1,XLabel,,,,,,,,0.9326708874300552,,,,Labelling the axes,20
123,146675,CaA0123UJL,"Unit ES_01, Section ES_01-7",EG21,2,y+5 = -6,,,,,,,,0.7061689500201183,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]",14~~9
124,146914,CaA0123UJL,"Unit CTA1_04, Section CTA1_04-3",PERCENT14A,1,R4C1,,,,,,,,0.9060620298433784,,,,Entering a given,147
125,147127,CaA0123UJL,"Unit ES_02, Section ES_02-6",EG40,9,6 = -8-4y,,,,,,,,0.8550142310900569,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",57~~12
126,147363,CaA0123UJL,"Unit CTA1_13, Section CTA1_13-1",PROP06,1,R6C1,,,,,,,,0.7775253724570507,,,,Entering a given,196
127,147707,CaA0123UJL,"Unit CTA1_06, Section CTA1_06-3",FEB13,1,R1C1,,,,,,,,0.9121388631120366,,,,,
128,148020,ey9rvMnU57,"Unit CTA1_01, Section CTA1_01-3",REAL20B,1,R3C1,,,,,,,,0.9775499982335436,,,,Define Variable,11
129,148315,ey9rvMnU57,"Unit CTA1_02, Section CTA1_02-4",BH1T29,1,R1C2,,,,,,,,0.9213280031110772,,,,,
130,148522,ey9rvMnU57,"Unit ES_01, Section ES_01-7",EG21,1,4 = 8+x,,,,,,,,0.876129847313761,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]",9~~5
131,148693,ey9rvMnU57,"Unit CTA1_04, Section CTA1_04-3",BH1T41,1,R6C1,,,,,,,,0.8883627169782529,,,,"Using small numbers~~Find X, positive slope~~Using difficult numbers",88~~12~~19
132,148969,ey9rvMnU57,"Unit ES_02, Section ES_02-7",EG41,2,1*-7 = y/-7*-7,,,,,,,,0.5827605457780067,,,,,
133,149158,ey9rvMnU57,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R1C1,,,,,,,,0.9448440450760516,,,,,
134,149809,ey9rvMnU57,"Unit CTA1_06, Section CTA1_06-4",BH1T51,1,R2C1,,,,,,,,0.7913695131400987,,,,Identifying units,109
135,150107,ey9rvMnU57,"Unit ES_03, Section ES_03-8",LIT8A,1,x+s-x = 7-x,,,,,,,,0.9345718483598708,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",31
136,150269,ey9rvMnU57,"Unit CTA1_08, Section CTA1_08-3",PERCENT12,1,Formula 1 Coeff 0,,,,,,,,0.6961120455855764,,,,Setting the y-intercept,12
137,150576,ey9rvMnU57,"Unit ES_04, Section ES_04-16",LIT57A,1,j*(n+3)+c-c = b-c,,,,,,,,0.9782529989524092,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",53
138,150843,ey9rvMnU57,"Unit CTA1_10, Section CTA1_10-6",DISTFB10_SP,2,0.8X = 9.6,,,,,,,,0.8534151288466711,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",137~~265
139,150975,ey9rvMnU57,"Unit ES_07, Section ES_07-5",LIT82,1,v*(k*h+h) = w*h,,,,,,,,0.9574021686652076,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",293
140,151236,ey9rvMnU57,"Unit CTA1_12, Section CTA1_12-4",SYSFB22,1,XLabel,,,,,,,,0.9281177320219978,,,,Labelling the axes,127
141,159086,z9svx3mA4s,"Unit CTA1_01, Section CTA1_01-3",REAL20A,1,R4C2,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Find Y, negative slope",37~~19~~5
142,159261,z9svx3mA4s,"Unit CTA1_02, Section CTA1_02-3",L3NOV10,1,R1C2,,,,,,,,1.0,,,,,
143,159498,z9svx3mA4s,"Unit ES_01, Section ES_01-11",EG27,2,2/-1 = -x/-1,,,,,,,,1.0,,,,[SkillRule: Calculate negative coefficient; [Typein Skill: Make variable positive]],2
144,159677,z9svx3mA4s,"Unit CTA1_04, Section CTA1_04-3",L2FB15C,2,R6C2,,,,,,,,1.0,,,,Entering a given,129
145,159846,z9svx3mA4s,"Unit ES_02, Section ES_02-6",EG40,1,0 = -7y,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",49~~16
146,160054,z9svx3mA4s,"Unit CTA1_13, Section CTA1_13-1",PROP13,1,R3C1,,,,,,,,1.0,,,,Define Variable,52
147,160323,z9svx3mA4s,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,R2C2,,,,,,,,1.0,,,,Identifying units,86
148,160752,z9svx3mA4s,"Unit ES_03, Section ES_03-7",LIT4,1,a*h/a = w/a,,,,,,,,1.0,,,,,
149,160979,z9svx3mA4s,"Unit CTA1_08, Section CTA1_08-3",BH1T07,1,Formula 1 Coeff 1,,,,,,,,0.0,,,,Setting the slope,13
150,161288,z9svx3mA4s,"Unit ES_04, Section ES_04-13",LIT36,1,-n/6 = 6z/6,,,,,,,,1.0,,,,,
151,161517,z9svx3mA4s,"Unit CTA1_10, Section CTA1_10-4",FOR08_SP,1,R3C1,,,,,,,,1.0,,,,Define Variable,103
152,161708,z9svx3mA4s,"Unit ES_07, Section ES_07-4",LIT68A,1,6h-2j = c*g+8z,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",181
153,162138,z9svx3mA4s,"Unit CTA1_12, Section CTA1_12-6",SYSFB03,1,yMax,,,,,,,,1.0,,,,Changing axis bounds,138
154,162311,z9svx3mA4s,"Unit ES_05, Section ES_05-12",LIT38,1,y-b = m*x,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",331
155,162608,z9svx3mA4s,"Unit CTA1_14, Section CTA1_14-4",IPCTURDUCKEN,1,R6C1,,,,,,,,0.0,,,,"Using small numbers~~Find X, negative slope~~Using difficult numbers",274~~44~~153
156,162787,z9svx3mA4s,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",P-2X-2YGE9,1,ShadeButton1,,,,,,,,1.0,,,,Shading greater than~~Including the line when shading~~Shading GLF equation with negative slope,8~~8~~3
157,163113,z9svx3mA4s,"Unit CTA1_15, Section CTA1_15-3",SYS07,1,Intersection 1 X,,,,,,,,1.0,,,,Labelling point of intersection,49
158,163240,z9svx3mA4s,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE7TRE,1,R6C2,,,,,,,,1.0,,,,,
159,163412,z9svx3mA4s,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR24,1,c-factor-2,,,,,,,,0.0,,,,,
160,163735,z9svx3mA4s,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR10,1,14/2 = x,,,,,,,,1.0,,,,,
161,163843,z9svx3mA4s,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD2TRE,2,T = (-320?sqrt(320^2-4*-16*-5))/-32,,,,,,,,1.0,,,,,
162,179476,6dGeA2ZpO4,"Unit CTA1_01, Section CTA1_01-2",BH1T22A,1,R1C2,,,,,,,,0.6406695533714986,,,,,
163,196068,f4fNYL73Z2,"Unit CTA1_01, Section CTA1_01-4",REAL32A,1,R2C2,,,,,,,,0.7677391006354018,,,,Identifying units,30
164,196356,f4fNYL73Z2,"Unit CTA1_02, Section CTA1_02-4",BH1T29A,1,R3C2,,,,,,,,0.4138803274558179,,,,"Using simple numbers~~Using large numbers~~Write expression, negative slope",126~~60~~6
165,196634,f4fNYL73Z2,"Unit ES_01, Section ES_01-10",EG27,2,-3+y = 0,,,,,,,,0.8168502201058077,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate negative; x+a=b, negative]",19~~9
166,196894,f4fNYL73Z2,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,X+11.76470588 = 211.76470588,,,,,,,,0.6336639635415175,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]",38~~15
167,197149,f4fNYL73Z2,"Unit ES_02, Section ES_02-7",EG41,4,-4 = x/4,,,,,,,,0.6228297997357918,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",44~~71
168,197392,f4fNYL73Z2,"Unit CTA1_13, Section CTA1_13-1",PROP13,1,R2C1,,,,,,,,0.5969509074269173,,,,Identifying units,90
169,197528,f4fNYL73Z2,"Unit CTA1_06, Section CTA1_06-2",DEC02,1,R3C1,,,,,,,,0.9884722436539664,,,,Define Variable,69
170,212860,oEt3YTvS4G,"Unit CTA1_01, Section CTA1_01-4",JAN13A,1,R4C2,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Find Y, positive slope",55~~28~~14
171,213110,oEt3YTvS4G,"Unit CTA1_02, Section CTA1_02-4",L2FB14B,1,YLabel,,,,,,,,1.0,,,,Labelling the axes,21
172,213257,oEt3YTvS4G,"Unit ES_01, Section ES_01-7",EG22,2,x-8+8 = 3+8,,,,,,,,1.0,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",3
173,213493,oEt3YTvS4G,"Unit CTA1_04, Section CTA1_04-4",L5FB04C,2,R6C1,,,,,,,,1.0,,,,"Using small numbers~~Find X, negative slope~~Using difficult numbers",94~~5~~23
174,213620,oEt3YTvS4G,"Unit ES_02, Section ES_02-6",EG40,2,-5 = -10+9y,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",32~~4
175,213773,oEt3YTvS4G,"Unit CTA1_13, Section CTA1_13-1",PROP12,1,R4C1,,,,,,,,1.0,,,,"Using small numbers~~Find X, Simple~~Using difficult numbers",111~~16~~37
176,214102,oEt3YTvS4G,"Unit CTA1_06, Section CTA1_06-3",BH1T44,1,xScale,,,,,,,,1.0,,,,Changing axis intervals,35
177,214493,oEt3YTvS4G,"Unit ES_03, Section ES_03-7",LIT11,1,2-m = s,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",97
178,214624,oEt3YTvS4G,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,R2C2,,,,,,,,1.0,,,,Identifying units,108
179,214797,oEt3YTvS4G,"Unit ES_04, Section ES_04-10",EG57,1,(8x-1)/2*2 = 9*2,,,,,,,,1.0,,,,[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]],9
180,214848,oEt3YTvS4G,"Unit CTA1_12, Section CTA1_12-1",LDEMO_SYS,1,R3C1,,,,,,,,1.0,,,,Define Variable,85
181,215344,t0fI2c7EMH,"Unit CTA1_02, Section CTA1_02-4",REAL19B,1,R3C1,,,,,,,,1.0,,,,Define Variable,8
182,215467,t0fI2c7EMH,"Unit ES_01, Section ES_01-5",EG15,1,(7-1.6)*4 = y,,,,,,,,1.0,,,,"[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",16
183,215643,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-4",L5FB04B,1,R3C2,,,,,,,,1.0,,,,"Using small numbers~~Write expression, negative slope~~Using difficult numbers",55~~5~~22
184,215764,t0fI2c7EMH,"Unit ES_02, Section ES_02-10",EG44,2,1x = 2/x*x,,,,,,,,0.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],11
185,215908,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-4",BH1T47C,1,R1C2,,,,,,,,1.0,,,,,
186,216076,t0fI2c7EMH,"Unit ES_02, Section ES_02-8",EG41,4,-14*-7 = x/-7*-7,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],17
187,216136,t0fI2c7EMH,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE1TRE,1,R8C2,,,,,,,,0.0,,,,Entering a computed linear value,7
188,222331,23T7Up1oQ6,"Unit CTA1_01, Section CTA1_01-3",BH1T30C,1,R1C1,,,,,,,,0.7894655083733415,,,,,
189,230561,5cuKF3lL4D,"Unit CTA1_01, Section CTA1_01-4",REAL32C,1,R2C2,,,,,,,,0.6312058690209273,,,,Identifying units,35
190,230601,5cuKF3lL4D,"Unit CTA1_02, Section CTA1_02-1",LDEMO_GRPH,1,R5C1,,,,,,,,0.7238746041471391,,,,Entering a given,66
191,230605,5cuKF3lL4D,"Unit CTA1_01, Section CTA1_01-4",JAN13C,2,R5C2,,,,,,,,0.6490588099164685,,,,"Using simple numbers~~Using large numbers~~Find Y, positive slope",100~~60~~24
192,230727,5cuKF3lL4D,"Unit CTA1_02, Section CTA1_02-2",NEWS01A,1,R5C1,,,,,,,,0.4024422769547619,,,,"Entering a given~~Convert unit, mixed",91~~1
193,231683,938jD6Z338,"Unit CTA1_01, Section CTA1_01-2",BH1T24B,1,R5C1,,,,,,,,1.0,,,,Entering a given,10
194,231825,c3Ee3W8hyq,"Unit CTA1_01, Section CTA1_01-3",REAL20A,1,R4C2,,,,,,,,0.0,,,,"Using simple numbers~~Using large numbers~~Find Y, negative slope",40~~18~~5
195,232144,c3Ee3W8hyq,"Unit CTA1_02, Section CTA1_02-3",L3NOV10C,1,yScale,,,,,,,,1.0,,,,Changing axis intervals,20
196,232428,c3Ee3W8hyq,"Unit ES_01, Section ES_01-8",EG24,1,1/7 = -7x/-7,,,,,,,,0.0,,,,,
197,232680,c3Ee3W8hyq,"Unit CTA1_04, Section CTA1_04-2",BH1T32,3,R3C2,,,,,,,,1.0,,,,"Write expression, positive slope~~Using large numbers~~Using difficult numbers",39~~81~~35
198,233089,c3Ee3W8hyq,"Unit ES_02, Section ES_02-10",EG44,4,-9y = 9,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",106~~34
199,233204,c3Ee3W8hyq,"Unit CTA1_13, Section CTA1_13-1",PROP02,1,R5C1,,,,,,,,0.0,,,,"Using small numbers~~Find X, Simple~~Using difficult numbers",143~~30~~76
200,233906,c3Ee3W8hyq,"Unit CTA1_06, Section CTA1_06-5",FBSMR2,1,R2C1,,,,,,,,1.0,,,,Identifying units,129
201,234253,c3Ee3W8hyq,"Unit ES_03, Section ES_03-6",EG53A,1,3.4/39.1 = 39.1x/39.1,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],39
202,234487,c3Ee3W8hyq,"Unit CTA1_08, Section CTA1_08-2",FEB02,1,Formula 1 Coeff 1,,,,,,,,0.0,,,,Setting the slope,12
203,235088,c3Ee3W8hyq,"Unit ES_04, Section ES_04-15",LIT55,1,(y-3) = m*(x-7),,,,,,,,0.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Eliminate Parens; {[var expr]/[const expr] = [const expr], multiply; [var expr]*[const expr] = [const expr], divide}]",318~~13
204,235373,c3Ee3W8hyq,"Unit CTA1_10, Section CTA1_10-6",DISTFB13_SP,1,R3C1,,,,,,,,1.0,,,,Define Variable,126
205,235536,c3Ee3W8hyq,"Unit ES_07, Section ES_07-4",LIT68A,1,6h = c*g+8z+2j,,,,,,,,0.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",359
206,235939,c3Ee3W8hyq,"Unit CTA1_12, Section CTA1_12-5",SYSFB25,2,Intersection 1 X,,,,,,,,1.0,,,,Labelling point of intersection,23
207,241775,h0UbH181l8,"Unit CTA1_01, Section CTA1_01-3",REAL20C,1,R4C1,,,,,,,,1.0,,,,Entering a given,29
208,242063,h0UbH181l8,"Unit CTA1_02, Section CTA1_02-3",BH1T39,1,R3C1,,,,,,,,1.0,,,,Define Variable,29
209,242452,h0UbH181l8,"Unit ES_01, Section ES_01-10",EG27,4,-x*-1 = -3*-1,,,,,,,,1.0,,,,,
210,242653,h0UbH181l8,"Unit CTA1_04, Section CTA1_04-2",PERCENT03B,1,R3C2,,,,,,,,1.0,,,,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",120~~43~~45
211,243002,h0UbH181l8,"Unit ES_02, Section ES_02-10",EG44,1,FinalAnswer,,,,,,,,0.0,,,,simplify-fractions-sp~~perform-mult-r-sp,1~~3
212,243147,h0UbH181l8,"Unit CTA1_13, Section CTA1_13-1",PROP12,1,G/250 = 200,,,,,,,,1.0,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",41~~87
213,243549,h0UbH181l8,"Unit CTA1_06, Section CTA1_06-4",BH1T48,1,R4C2,,,,,,,,0.0,,,,Entering a given,296
214,244253,h0UbH181l8,"Unit ES_03, Section ES_03-6",EG51,2,-0.07352941(-1.6-7.5) = y,,,,,,,,0.0,,,,"[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",54
215,244496,h0UbH181l8,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,1,YLabel,,,,,,,,1.0,,,,Labelling the axes,89
216,245318,h0UbH181l8,"Unit ES_04, Section ES_04-12",EG58,2,constant factors2R1,,,,,,,,1.0,,,,,
217,246124,h0UbH181l8,"Unit CTA1_10, Section CTA1_10-6",DISTFB10_SP,1,R5C1,,,,,,,,1.0,,,,Entering a given,398
218,246339,h0UbH181l8,"Unit ES_07, Section ES_07-6",LIT71,1,A = 1/2*b*h,,,,,,,,1.0,,,,,
219,246620,h0UbH181l8,"Unit CTA1_12, Section CTA1_12-4",SYSFB04,2,yMin,,,,,,,,1.0,,,,Changing axis bounds,125
220,247019,h0UbH181l8,"Unit ES_05, Section ES_05-10",EG62A,1,constant terms2R1,,,,,,,,1.0,,,,,
221,247369,h0UbH181l8,"Unit CTA1_14, Section CTA1_14-4",TPH15,2,R5C2,,,,,,,,1.0,,,,Entering a given,517
222,247824,h0UbH181l8,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YGT-4X-10,1,yMax,,,,,,,,1.0,,,,,
223,248109,h0UbH181l8,"Unit CTA1_15, Section CTA1_15-3",SYS09,2,R7C1,,,,,,,,1.0,,,,"Entering a given~~Convert unit, standard",578~~39
224,248320,h0UbH181l8,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE5TRE,1,R8C1,,,,,,,,1.0,,,,Entering a computed linear value,41
225,248458,h0UbH181l8,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1",EG-FACTOR08,1,a-factor-1,,,,,,,,1.0,,,,,
226,248689,h0UbH181l8,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR07,1,(-9+sqrt(81-80))/2 = x,,,,,,,,1.0,,,,"[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",77
227,248817,h0UbH181l8,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD2TRE,1,R4C2,,,,,,,,1.0,,,,"Using simple numbers~~Using small numbers~~Find Y, any form~~Entering a computed quadratic value",447~~409~~25~~15
228,248825,h0UbH181l8,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR21,2,(-7?sqrt(7*7-4*1*9))/(2*1) = x,,,,,,,,1.0,,,,,
